name,taxid,ERR14789322,ERR14789323,ERR14789324,ERR14789325,ERR14789326,ERR14789327,ERR14789328,ERR14789329,ERR14789330,ERR14789331,ERR14789332,ERR14789333,ERR14789175,ERR14789176,ERR14789177,ERR14789178,ERR14789179,ERR14789181,ERR14789182,ERR14789183,ERR14789184,ERR14789185,ERR14789186,ERR14789187,ERR14789188,ERR14789189,ERR14789190,ERR14789307,ERR14789308,ERR14789309,ERR14789310,ERR14789311,ERR14789312,ERR14789313,ERR14789315,ERR14789316,ERR14789317,ERR14789318,ERR14789319,ERR14789320,ERR14789321,ERR14789259,ERR14789260,ERR14789261,ERR14789262,ERR14789263,ERR14789264,ERR14789265,ERR14789266,ERR14789267,ERR14789268,ERR14789269,ERR14789270,ERR14789271,ERR14789272,ERR14789273,ERR14789368,ERR14789369,ERR14789370,ERR14789371,ERR14789372,ERR14789373,ERR14789374,ERR14789375,ERR14789376,ERR14789377,ERR14789378,ERR14789379,ERR14789380,ERR14789381,ERR14789382,ERR14789353,ERR14789357,ERR14789358,ERR14789359,ERR14789360,ERR14789361,ERR14789362,ERR14789363,ERR14789364,ERR14789365,ERR14789366,ERR14789367,ERR14789334,ERR14789335,ERR14789337,ERR14789338,ERR14789339,ERR14789340,ERR14789341,ERR14789342,ERR14789343,ERR14789344,ERR14789345,ERR14789346,ERR14789347,ERR14789348,ERR14789282,ERR14789283,ERR14789284,ERR14789285,ERR14789286,ERR14789287,ERR14789288,ERR14789289,ERR14789290,ERR14789291,ERR14789292,ERR14789293,ERR14789294,ERR14789295,ERR14789296,ERR14789297
              Baikalvirus,2733094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
              Barbavirus,2733095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Derbicusvirus,2733102,,,,,,,,,,,,,,,,,,,,0.02,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,0.12,,,,,
              Eponavirus,2733103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,0.03,,,,0.06,
              Loughboroughvirus,2733112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Petsuvirus,2733122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Phabquatrovirus,2733123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
              Phapecoctavirus,2733124,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.17,,,0.26,,0.14,,,,0.08,,0.11,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.09,,0.13
              Rosemountvirus,2733127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Saclayvirus,2733128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.21,1.16,0.17,,0.22,,,,0.14,0.22,0.26,,0.43,,0.33,0.3,0.52,,0.78,0.39,0.26,,,,,1.47,0.27,0.67,0.41,0.04,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,0.27,,,,,,0.12,,0.05,,,0.16,,0.08
              Schmittlotzvirus,2733132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,
              Taranisvirus,2733134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
              Toutatisvirus,2733138,,,,,,,,,,,0.11,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.1,0.17,0.31,,,0.22,,,0.18,,,,0.2,0.26,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,0.1,0.06,,,,,0.08
                Wifcevirus,2733141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.17,,
              Ryyoungvirus,2733147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,0.24,0.23,0.24,0.06,,0.29,0.13,,,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Shizishanvirus,2733148,,0.1,,,,,,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,10.4,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37,,,,,,,,,,,,,,,,,,
              Sortsnevirus,2733150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
              Xuquatrovirus,2733151,,,,,0.03,,,,,,,,,,,,,,,,,,,0.14,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,,,,0.18,,0.23,0.22,,,0.02,,0.11,0.15,,
                Bertelyvirus,2733152,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
                Poindextervirus,2733154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
              Lenusvirus,2733160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.09,0.08,,0.19,0.2,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lidleunavirus,2733161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Apricotvirus,2733166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Armstrongvirus,2733167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,0.11,0.2,,0.51,,,,,,,,0.2,0.31,0.3,0.64,0.34,0.83,0.27,,,,0.67,,0.56,0.42,0.6,0.55,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Bridgettevirus,2733170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Feofaniavirus,2733174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,0.04,,,,,,,,,,,,,7.02,,,,,0.89,,,,,,,0.36,,,,,,,,,,,,,,,,
              Goodmanvirus,2733179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Kilunavirus,2733183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Krampusvirus,2733184,,,,,,,,,,,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,1.2,,,,,,,,,,,,,,,,,,,,,,,
              Lanavirus,2733185,0.52,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lentavirus,2733186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.17,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lughvirus,2733190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
              Maxrubnervirus,2733193,3.31,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,0.16,0.72,,0.15,,,,,,0.19,,0.23,2.73,,,,,,,,,,,,,,,,0.05,,,,,,,0.13,0.4,,,,,,,,,0.24,0.28,,,,,,,,,,,,,,,,,,,,,,,
                  Mementomorivirus,2733194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,
                Metamorphoovirus,2733195,,,,,,,,,,,0.08,,,,,0.35,,,,0.02,,,0.06,,,,0.09,,,,,,,,,,,,,,,,0.24,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,0.02,,,0.08,,0.19
              Neferthenavirus,2733198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Oengusvirus,2733199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,0.09,,,0.13,,,,,0.14,,,,,
              Oneupvirus,2733200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Quhwahvirus,2733202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
              Rogerhendrixvirus,2733204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,
              Sashavirus,2733210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Schubertvirus,2733212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.2,0.11,0.2,,0.25,1.05,0.26,,0.15,,0.26,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Seussvirus,2733213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Squashvirus,2733215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,
                  Blattambidensovirus,2733224,,0.08,,,,,,,,0.1,0.09,,,,,,,,,,,,,,,,,0.25,,,,,0.48,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pefuambidensovirus,2733227,,,,,,,,,,,,,,,,,,,,0.1,0.22,0.23,0.14,0.18,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.21,1.1,0.42,0.43,0.46,,0.25,0.52,0.22,0.19,0.1,3.05,0.4,0.35,0.24,0.29
                  Protoambidensovirus,2733228,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,0.24,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Chaphamaparvovirus,2733231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Hepanhamaparvovirus,2733232,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                    Betanucleorhabdovirus,2733248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Fadolivirus,2763561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
                Kujavirus,2841277,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Adahmuvirus,2842361,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Alehxovirus,2842364,,,,0.07,,,,,,,,,,,,,,,,,,,,,0.13,,0.13,,,,,,,0.12,,,,,,,,,,,0.07,1.16,,0.69,,,3.59,,,,,,,,,,,,,,,,,,,,,0.03,,,,0.2,1.0,,,,,,,0.11,,,0.64,,,,,,0.45,,,0.04,,,,,,,,,,,,,,,,,
                Anchaingvirus,2842373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Andihavirus,2842377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Apeevirus,2842379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.87,1.02,0.51,1.58,1.08,0.97,0.48,,0.25,0.15,0.71,0.4,0.26,0.95,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,0.37,,,,,,,,,,0.08,,,,,,,,,,,,,,,,
                Ashucavirus,2842389,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,
              Akonivirus,2842540,0.53,0.24,0.36,0.07,0.13,,,,0.2,0.27,0.18,0.29,0.67,0.24,1.05,,0.88,0.85,,0.02,0.34,0.13,0.08,0.17,0.16,0.19,0.2,0.32,,,,0.35,,0.14,,,0.16,,0.1,,,0.27,0.27,0.31,0.21,,0.29,0.44,,0.27,0.13,,,,0.26,,0.33,0.58,0.43,0.62,0.21,0.46,0.59,,,,,0.46,0.32,0.67,0.46,0.11,,0.08,0.1,,,0.14,,,0.19,,0.27,0.11,,,,,0.86,,,0.24,,,,,0.11,,0.29,0.12,,0.21,0.22,,0.1,,0.11,0.14,,,0.1,,0.09
                  Aoqinvirus,2842544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,
                  Aorunvirus,2842545,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Bicehmovirus,2842550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Cbunavirus,2842586,,0.24,,,,,,,,,,,1.42,0.51,,,,2.39,,0.04,0.32,0.43,0.2,1.06,1.17,1.9,0.76,,,,,,,,,,,,,,,1.46,3.19,2.63,0.85,2.44,1.84,2.32,1.63,0.77,0.92,1.17,1.01,1.18,0.73,0.6,0.47,0.3,0.54,0.69,0.37,,0.24,,1.16,,,1.14,0.3,0.69,,0.12,0.22,0.16,0.08,0.07,,0.23,0.11,,,,0.16,0.7,0.41,0.03,1.01,1.17,0.4,0.59,,1.04,0.35,,0.01,0.04,0.37,,1.46,0.22,0.52,,,,3.49,0.2,0.36,0.1,0.17,0.17,2.88,0.18,0.15
                  Ceceduovirus,2842588,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Cehakivirus,2842589,,,,0.06,0.05,,,0.34,0.13,0.14,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,0.35,,,,,,,,0.33,,,,,,1.2,0.11,,,0.18,0.08,,0.83,,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
                Chimpavirus,2842596,,,,,,,,,,,,,,,,,,,,0.06,,0.08,0.05,,0.48,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Citrovirus,2842608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.01,,1.32,0.21,,
                  Claudivirus,2842609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Dendoorenvirus,2842641,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Dongdastvirus,2842653,,0.09,,0.05,0.04,,,,0.15,,0.07,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,0.11,0.09,0.09,0.17,,,,,,,0.2,,0.12,,,,,,0.52,,,,,,,,,,,,,,,,,0.52,0.23,0.2,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,0.1,0.04,,,0.06,,
                Eceepunavirus,2842661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.19,0.09,,0.23,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Emesvirus,2842664,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,0.27,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Enterogokushovirus,2842667,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Gihfavirus,2842702,0.81,0.54,,0.37,,,5.8,2.73,0.16,,,0.32,,,,,,,,0.03,,,,,,0.14,,,,,,,0.58,,1.82,,0.12,,,,,,,,,,,,,,,,0.28,0.18,,,,,,,,,2.73,3.37,,20.25,32.76,,,,3.13,0.44,,0.32,,,,1.25,,,,,,3.34,5.79,0.07,1.93,,1.26,3.69,21.1,7.41,9.61,3.3,0.44,1.24,1.45,,,,,,,,,,,,,,,,
                Gmuhndevirus,2842706,,,,,,,0.15,0.83,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Goettingenvirus,2842707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,
                Hagavirus,2842717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Henunavirus,2842727,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.07,,,,,0.08,,,,,,,,,,,0.08,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Henuseptimavirus,2842728,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,0.32,,,,0.31,,0.35,,0.59,0.64,,0.17,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,0.06,,0.32,,,0.11
                Hihdivirus,2842731,,,,,,,,,,,,,,,,,,,,0.02,,,,,0.19,0.18,0.16,,,,,,,,,,,,,,,,0.62,0.12,,,,0.22,,,0.6,,,,0.11,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Hohrdovirus,2842736,,,,0.26,,,,,0.36,0.18,0.31,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,1.9,,0.26,,,,,,,,0.29,,,,,,,,,,,,,,,,0.08,,0.4,0.21,0.32,2.43,,,0.72,,,1.67,0.42,,,,,,,,,0.33,,,,0.08,,,,,,,,,,,,,,,,
                Hopescreekvirus,2842737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.36,0.47,0.31,,0.53,0.38,0.26,0.29,0.24,,0.19,0.11,0.15,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Huelvavirus,2842739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
                Icepovirus,2842751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Icumivirus,2842754,,,,,,,,,,,,,,,,,,,,0.03,0.16,,0.09,,,,,,,,,,,0.15,,0.19,,,0.31,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Inbricusvirus,2842758,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.1,,,,,0.31,,0.14,,,0.15,0.23,0.17,,,0.18,0.64,0.16,0.17,,,,,,0.13,0.16,,0.17,,,0.16,,,0.73,,,,,,,,,,,,0.05,,,,0.06,,0.14,0.15,,0.41,,,0.12,,,,,,,,,,,,,0.08,,0.61,0.18,,0.62,,,0.22,,0.22,0.08,,,0.26,,
                Ineyimevirus,2842759,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Ishugivirus,2842767,,0.1,,0.09,0.04,,,,,0.1,0.05,,,,,,,,,0.03,,,,0.12,0.13,0.42,0.55,,,,,,,0.18,0.91,0.17,0.11,,0.11,,,0.07,3.22,0.74,0.1,,0.29,0.34,0.36,,0.32,,,,,0.29,0.73,,0.9,0.66,0.47,1.55,0.38,,0.71,,,,0.18,0.69,,0.19,,,,0.1,,,,,0.19,0.22,0.22,0.4,0.86,,,,,,,,,,,0.06,0.14,,,,,,,,,,,,,,,,
