realm,kingdom,phylum,class,order,family,genus,species
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi3
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi4
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi5
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi6
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi7
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi8
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi9
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini1
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini10
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini11
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini12
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini32
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini2
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini3
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini5
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini6
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini7
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini8
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini9
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini27
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini16
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, Betatorquevirus homini26
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin1
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin10
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin9
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin13
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin15
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin17
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin18
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin19
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin20
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin21
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin24
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus cerco7
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin29
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin3
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin5
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin6
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Alphatorquevirus, Alphatorquevirus homin7
 Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Alphapolyomavirus, Alphapolyomavirus octihominis
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, unclassified Anelloviridae, TT virus sle
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus, unclassified Betatorquevirus
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Recovirus, Recovirus tulani
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus una
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus usutuense
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus venezuelan
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus wesselsbronense
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus nilense
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus western
 Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus, Betapolyomavirus quartihominis
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus flavi
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Mesnidovirineae, Mesoniviridae, Hexponivirinae
 Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus zikaense
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Paavivirinae, Aalivirus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Mulpavirales, Nanoviridae, Babuvirus, Babuvirus abacae
 Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Malacoherpesviridae, Aurivirus, Aurivirus haliotidmalaco1
 Riboviria, unclassified Riboviria,,,,,,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, unclassified Begomovirus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus abutilonis
 Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Imitervirales, Mimiviridae, Megamimivirinae, Mimivirus
 Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Imitervirales, Mimiviridae, Megamimivirinae, Moumouvirus
 Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Chlorovirus, Chlorovirus heliozoae
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, unclassified Circovirus
 Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Densovirinae, Scindoambidensovirus
 Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Densovirinae, Miniambidensovirus
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Iflaviridae, Iflavirus, Iflavirus achedomestici
 unclassified viruses, unclassified DNA viruses, unclassified ssDNA viruses, Volvovirus,,,,
 Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Plectroviridae, Plectrovirus, Plectrovirus L51
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Steinhofvirus, Steinhofvirus sv8324,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Steinhofvirus, unclassified Steinhofvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Casjensviridae, Fengtaivirus, unclassified Fengtaivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Rothmandenesvirinae, Jwalphavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Steinhofvirus, Steinhofvirus JWX,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Manovirus, Manovirus Mano,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Moturavirus, Moturavirus motura,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Casjensviridae, Fengtaivirus, Fengtaivirus Axp2
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Rothmandenesvirinae, Dongdastvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Casjensviridae, Gediminasvirus, Gediminasvirus AchV4
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Axyvirus, Axyvirus 1932Axy09
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Rothmandenesvirinae, Pourcelvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Rothmandenesvirinae, Inbricusvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Axyvirus, Axyvirus 1932Axy21
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Axyvirus, Axyvirus 1932Axy23
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus achyranthis
 Viruses incertae sedis, Ampullaviridae, Bottigliavirus, Bottigliavirus pozzuoliense, Bottigliavirus ABV,,,
 Viruses incertae sedis, Ampullaviridae, Bottigliavirus, Bottigliavirus puteoliense, Bottigliavirus ABV2,,,
 Viruses incertae sedis, Ampullaviridae, Bottigliavirus, Bottigliavirus krisuvikense, Bottigliavirus ABV3,,,
 Adnaviria, Zilligvirae, Taleaviricota, Tokiviricetes, Ligamenvirales, Rudiviridae, Itarudivirus, Itarudivirus pozzuoliense
 Adnaviria, Zilligvirae, Taleaviricota, Tokiviricetes, Ligamenvirales, Rudiviridae, Hoswirudivirus, Hoswirudivirus pozzuoliense
 Adnaviria, Zilligvirae, Taleaviricota, Tokiviricetes, Ligamenvirales, Rudiviridae, Hoswirudivirus, Hoswirudivirus acidiani
 Viruses incertae sedis, Bicaudaviridae, unclassified Bicaudaviridae,,,,,
 Viruses incertae sedis, Bicaudaviridae, Bicaudavirus, Bicaudavirus pozzuoliense,,,,
 Viruses incertae sedis, Bicaudaviridae, Bicaudavirus, unclassified Bicaudavirus,,,,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Peduoviridae, unclassified Peduoviridae,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Busanvirus, Busanvirus ACP17,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Tevenvirinae, Centumtrigintavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Vieuvirus, unclassified Vieuvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, unclassified Obolenskvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Twarogvirinae, Lazarusvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Twarogvirinae, Hadassahvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus AB1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Beijerinckvirinae, Friunavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus AbP2,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Saclayvirus, unclassified Saclayvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, unclassified Vequintavirinae,,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lokivirus, Lokivirus IMEAB3,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Beijerinckvirinae, unclassified Beijerinckvirinae
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lokivirus, unclassified Lokivirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Twarogvirinae, unclassified Twarogvirinae
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Twarogvirinae, Lasallevirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Twarogvirinae, Acajnonavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Beijerinckvirinae, Daemvirus
 Riboviria, Orthornavirae, Lenarviricota, Leviviricetes, Norzivirales, Duinviridae, Apeevirus, Apeevirus quebecense
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus AP22,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Beijerinckvirinae, Aristophanesvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, Twarogvirinae, Zedzedvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lokivirus, Lokivirus loki,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus LZ35,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, unclassified Schitoviridae,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Ackermannviridae, unclassified Ackermannviridae,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Dhillonvirus, unclassified Dhillonvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Beijerinckvirinae, Pettyvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Astrithrvirus, unclassified Astrithrvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Presleyvirus, Presleyvirus presley
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pantevenvirales, Straboviridae, unclassified Straboviridae,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autoscriptoviridae, Slopekvirinae, Drulisvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus AB2,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Phapecoctavirus, unclassified Phapecoctavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Saclayvirus, Saclayvirus Aci011,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Saclayvirus, Saclayvirus Aci022,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Saclayvirus, Saclayvirus Aci05,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Metrivirus, Metrivirus ME3,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Schitoviridae, Exceevirus, Exceevirus Xc38
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus WCHABP1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus WCHABP12,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Obolenskvirus, Obolenskvirus AbC62,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Vieuvirus, Vieuvirus B1251,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Vieuvirus, Vieuvirus R3177,
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus
 Riboviria, Orthornavirae, Lenarviricota, Miaviricetes, Ourlivirales, Botourmiaviridae, Magoulivirus, Magoulivirus acremonii
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Elliovirales, Fimoviridae, Emaravirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Betarhabdovirinae
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Trivirinae, Prunevirus
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Trivirinae, Vitivirus
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Waikavirus, Actinidivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Dybvigvirus, Dybvigvirus Av1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aspduovirus, Aspduovirus Asp2,
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Elliovirales, Hantaviridae, Actantavirinae
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes, Ca. Heliusvirales,,
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Dicistroviridae, Aparavirus, Aparavirus apisacutum
 Riboviria, unclassified Riboviria, unclassified ssRNA viruses, unclassified ssRNA positive-strand viruses,,,,
 Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Gammapolyomavirus, Gammapolyomavirus padeliae
 Riboviria, Orthornavirae, Kitrinoviricota, Tolucaviricetes, unclassified Tolucaviricetes, Tolivirales, Tombusviridae, Procedovirinae
 Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Entomopoxvirinae, Betaentomopoxvirus
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Alphabaculovirus, Alphabaculovirus adhonmai,,
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Betabaculovirus, Betabaculovirus adoranae,,
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Alphabaculovirus, unclassified Alphabaculovirus,,
